Fatima;0
Julianda;0
Murat;1
Aurelian;1
Natanael;1
Hasan;1
Tadea;0
Julian;1
Filipina;0
Radomiła;0
Petroniusz;1
Ezechiel;1
Gwidon;1
Dobiesława;0
Melania;0
Oksana;0
Łucja;0
Siemowit;1
Maja;0
Lech;1
Erazm;1
Stamira;0
Sora;0
Roman;1
Hiacynta;0
Lena;0
Symplicjusz;1
Rafał;1
Husajn;1
Gaja;0
Piotr;1
Amelia;0
Samara;0
Jarema;1
Iga;0
Bożenna;0
Edeltrauda;0
Marzena;0
Lew;1
Celina;0
Maurycy;1
Pola;0
Manfred;1
Ursyn;1
Adamina;0
Beatrycze;0
Boguchwał;1
Pankracy;1
Delfina;0
Linda;0
Hildegarda;0
Janusz;1
Salomea;0
Larisa;0
Deresa;0
Ingryda;0
Ludomir;1
Liliana;0
Gniewosz;1
Aaron;1
Norma;0
Randoald;1
Salomon;1
Żanna;0
Florentyn;1
Zdzisław;1
Amina;0
Liwia;0
Ludwina;0
Barbara;0
Jaropełk;1
Marietta;0
Bojana;0
Leon;1
Fabian;1
Irena;0
Tęgomira;0
Sulisława;0
Kasandra;0
Alana;0
Greta;0
Sędzisława;0
Lucjola;0
Cecyl;1
Aleksy;1
Bernadeta;0
Mojżesz;1
Sędomir;1
Julianna;0
Gabriela;0
Wanda;0
Nikodem;1
Ksenia;0
Bogusław;1
Machut;1
Antoni;1
Błażej;1
Zygmunta;0
Omar;1
Kazimiera;0
Dżamil;1
Uta;0
Dyter;1
Zaida;0
Judyta;0
Alina;0
Nikoleta;0
Rachela;0
Paula;0
Tamara;0
Bazyli;1
Adnan;1
Brunon;1
Ilza;0
Gerwazy;1
Żywia;0
Dobrochna;0
Ildefons;1
Ajdin;1
Józefat;1
Magda;0
Mirosława;0
Remigiusz;1
Grzymisława;0
Agaton;1
Serwacy;1
Nitara;0
Konrad;1
Jarosław;1
Alfred;1
Ziemowit;1
Ludolf;1
Żywisława;0
Cecylian;1
Mirod;1
Franciszka;0
Starwit;1
Jana;0
Kosma;1
Kochan;1
Marcin;1
Michał;1
Sylwiusz;1
Olga;0
Pelagiusz;1
Marcjana;0
Herakliusz;1
Maciej;1
Samanta;0
Fiona;0
Lubisław;1
Urszula;0
Bolesław;1
Rozetta;0
Abraham;1
Benedykta;0
Rufus;1
Świętosław;1
Tulimierz;1
Iliana;0
Heliodor;1
Ula;0
Felicjan;1
Leonarda;0
Sylwester;1
Dorota;0
Kwiatosław;1
Filip;1
Juliusz;1
Owidiusz;1
Denis;1
Zwinisława;0
Apollina;0
Apolinary;1
Selma;0
Adelajda;0
Hermana;0
Anastazy;1
Darwit;1
Mirka;0
Eryka;0
Wrocisława;0
August;1
Sydonia;0
Pelagia;0
Andrea;0
Ulryka;0
Aurora;0
Fera;0
Fryc;1
Nela;0
Leoncja;0
Dżesika;0
Teresa;0
Milomira;0
Bogumił;1
Jarmiła;0
Zachariasz;1
Tekla;0
Rozamunda;0
Kleopatra;0
Karola;0
Justyn;1
Zygfryda;0
Alisa;0
Iwona;0
Irina;0
Marcela;0
Inga;0
Celestia;0
Edward;1
Irma;0
Jerzy;1
Oktawia;0
Ryszard;1
Hugon;1
Andrzej;1
Ola;0
Amira;0
Ludolfa;0
Flora;0
Dajmir;1
Ciechosław;1
Antonius;1
Wiktoryna;0
Blanka;0
Rebeka;0
Leona;0
Bożysława;0
Świętosława;0
Ignacy;1
Fabia;0
Orian;1
Witold;1
Tymora;0
Alesja;0
Modest;1
Eryk;1
Laila;0
Albertyna;0
Anioł;1
Witosława;0
Ryszarda;0
Jeremiasz;1
Przemysław;1
Igor;1
Wisława;0
Paulina;0
Farida;0
Marika;0
Augustyn;1
Józefa;0
Maryja;0
Stella;0
Wojciech;1
Edmund;1
Alojza;0
Filipa;0
Donat;1
Gaj;1
Agapit;1
Fryderyka;0
Radmiła;0
Pakosław;1
Danisław;1
Gracja;0
Walentyn;1
Lajla;0
Tyria;0
Krzesisław;1
Marcel;1
Laura;0
Kajetan;1
Nita;0
Kilian;1
Wiktor;1
Herbert;1
Henryk;1
Dąbrówka;0
Radowit;1
Marceli;1
Mika;0
Donald;1
Strzeżymir;1
Dana;0
Marek;1
Marin;1
Stojan;1
Dargosława;0
Albrecht;1
Bronisława;0
Klaudiusz;1
Kastor;1
Karyna;0
Janina;0
Izaura;0
Laurencjusz;1
Daniel;1
Ładysława;0
Zaira;0
Kajusz;1
Tymoteusz;1
Nikolas;1
Bert;1
Oliwier;1
Kazimierz;1
Włodzimierz;1
Protazy;1
Herakles;1
Kwietosława;0
Ozeasz;1
Miroład;1
Iwo;1
Łukasz;1
Hugo;1
Teodozjusz;1
Niecisław;1
Angelika;0
Malina;0
Romuald;1
Herman;1
Mirołada;0
Anna;0
Krzysztof;1
Beatryksa;0
Tobiasz;1
Horacy;1
Julita;0
Konstantyn;1
Maurycjusz;1
Wrocisław;1
Albin;1
Witołd;1
Richariusz;1
Andżelika;0
Efrem;1
Kira;0
Bromira;0
Szymon;1
Ciesława;0
Dalia;0
Asteria;0
Roberta;0
Pabiana;0
Maksyma;0
Zenon;1
Łagoda;0
Petra;0
Dal;1
Dobrosław;1
Hermina;0
Idzia;0
Olek;1
Bodosław;1
Idzisława;0
Jokasta;0
Alwin;1
Ireneusz;1
Natasza;0
Emma;0
Abel;1
Ambroży;1
Gaweł;1
Seweryn;1
Marcelina;0
Amalia;0
Adria;0
Wiktoria;0
Wszebor;1
Grażyna;0
Tytus;1
Weronika;0
Arkady;1
Mirela;0
Julisława;0
Flawia;0
Zdzisława;0
Lenart;1
Bolebor;1
Sylwan;1
Emanuel;1
Stanisława;0
Emir;1
Mikołaj;1
Najsława;0
Lilianna;0
Bogumir;1
Aida;0
Metody;1
Żarek;1
Koryna;0
Lana;0
Berta;0
Dagmara;0
Lila;0
Roksana;0
Beniamina;0
Sulisław;1
Radomir;1
Wisław;1
Karina;0
Felicja;0
Tabita;0
Maurycjusz;1
Radomira;0
Aneta;0
Klaudia;0
Balbina;0
Feliks;1
Walter;1
Jacek;1
Świętibor;1
Godzisław;1
Myślimir;1
Pachomiusz;1
Emil;1
Delinda;0
Klarysa;0
Alfreda;0
Wincenty;1
Grzymsława;0
Ramona;0
Martyna;0
Benigna;0
Lora;0
Jonatan;1
Tarik;1
Bożan;1
Zefiryn;1
Gertruda;0
Szarlota;0
Kaja;0
Stanisław;1
Daniela;0
Aurelia;0
Halszka;0
Rosłan;1
Bogna;0
Krystiana;0
Rita;0
Luiza;0
Kalina;0
Aron;1
Natan;1
Sobiesława;0
Albina;0
Jarad;1
Mamert;1
Maria;1
Melchior;1
Marzanna;0
Dargomira;0
Petronia;0
Nestor;1
Ulana;0
Gabor;1
Estera;0
Aldona;0
Ginter;1
Kacper;1
Ernestyna;0
Lisa;0
Sędzisław;1
Brygida;0
Żarko;1
Noemi;0
Mieczysław;1
Delia;0
Gerard;1
Mojmir;1
Celestyna;0
Diana;0
Radomił;1
Krystyn;1
Kasper;1
Klotylda;0
Hermes;1
Aureliusz;1
Kamila;0
Mina;0
Florentyna;0
Honorat;1
Nira;0
Anzelma;0
Radosław;1
Olgierd;1
Sofroniusz;1
Ernesta;0
Filomena;0
Chwalisława;0
Krystyna;0
Wiwiana;0
Żaklina;0
Gniewomira;0
Sandra;0
Patrycjusz;1
Wirginiusz;1
Łucjan;1
Eugeniusz;1
Grzymisław;1
Rajmund;1
Elmira;0
Wirginia;0
Dagna;0
Hipolita;0
Antonin;1
Famian;1
Justyna;0
Andrzeja;0
Sław;1
Elwira;0
Gilbert;1
Miron;1
Przybysław;1
Kajfasz;1
Dorian;1
Waleria;0
Mirabela;0
Tybita;0
Franciszek;1
Romana;0
Sława;0
Ksawera;0
Gwido;1
Tyberiusz;1
Elora;0
Juta;0
Alfons;1
Sławina;0
Faria;0
Jacenty;1
Henryka;0
Czesława;0
Tybilla;0
Celestyn;1
Remigia;0
Wenancjusz;1
Dżemil;1
Wiesława;0
Iwan;1
Sulima;0
Strzeżymira;0
Ildefonsa;0
Ewelina;0
Dzwonimierz;1
Bogdana;0
Oskar;1
Ewald;1
Annasz;1
Malachiasz;1
Donata;0
Bogusława;0
Stefan;1
Sławek;1
Odeta;0
Nika;0
Leokadiusz;1
Dariusz;1
Beata;0
Kamira;0
Oleg;1
Zygfryd;1
Aleks;1
Gniewomir;1
Ciechosława;0
Onufry;1
Anastazja;0
Wacław;1
Jaśmina;0
Sędomira;0
Maryla;0
Ligia;0
Włodzimiera;0
Norberta;0
Malena;0
Efraim;1
Inka;0
Felicjana;0
Korneli;1
Eugenia;0
Serafina;0
Sybilla;0
Lesław;1
Jagna;0
Kunegunda;0
Gloria;0
Teodora;0
Jona;1
Magnus;1
Agnieszka;0
Selena;0
Wielisław;1
Leonard;1
Żytomir;1
Jaromir;1
Waryn;1
Mojmira;0
Gracjan;1
Narcyz;1
Eunika;0
Beniamin;1
Wit;1
Unima;0
Sergiusz;1
Bernard;1
Maria;0
Orest;1
Amadeusz;1
Faustyn;1
Prot;1
Stoigniew;1
Dominik;1
Symeon;1
Ewa;0
Ira;0
Medard;1
Herma;0
Eligiusz;1
Olimpia;0
Sambor;1
Placyd;1
Aniela;0
Nadia;0
Samuel;1
Jarowit;1
Rajna;0
Letycja;0
Ruta;0
Barnim;1
Arnolda;0
Tacjana;0
Damroka;0
Sobiesław;1
Izabella;0
Tomasz;1
Marcjan;1
Teobald;1
Bona;0
Izajasz;1
Klemens;1
Albert;1
Magdalena;0
Iryda;0
Sebastiana;0
Kiliana;0
Paweł;1
Cina;0
Sulibor;1
Borys;1
Ida;0
Hadriana;0
